테이블정의서,,,,,,,,,
테이블명,13 학생_수강신청,,테이블ID,STU_APPLY_LCT,,,,,
작성일,2025-09-26 00:00:00,,작성자,송태호,,UNIQUE,,,
테이블 설명,,,,,,,,,
,,,,,,,,,
번호,컬럼ID,,컬럼명,도메인,데이터타입,NULL,기본값,KEY,설명
1.0,APPLY_ID,,수강신청ID,시퀀스,CHAR(15),NOT NULL,,PK,"-- 사용법 : 'SLA' || LPAD(TO_CHAR(SEQ_STU_LCT_APPLY.NEXTVAL), 12, '0')"
2.0,STUDENT_NO,,학번,학번,CHAR(9),NOT NULL,,FK(학생),
3.0,LECTURE_ID,,강의번호,시퀀스,CHAR(15),NOT NULL,,FK(강의),
4.0,APPLY_AT,,신청시간,,TIMESTAMP(6),NOT NULL,,,
,,,,,,,,,
,,,,,,,,,
테이블정의서,,,,,,,,,
테이블명,13.1 학생_예비수강신청,,테이블ID,LCT_APPLY_WISHLIST,,,,,
작성일,2025-09-29 00:00:00,,작성자,송태호,,UNIQUE,,,
테이블 설명,"수강신청 예비기간 동안 학생들이 작성한 강의 찜목록을 저장하는 테이블입니다.
강의 찜목록이란, 수강신청 예비기간 중 자신이 신청할 수 있는 강의를 살펴보면서,
메인 수강신청 기간 중 빠르게 신청할 수 있게 준비해 둔 목록을 말합니다.
(예비수강신청 목록을 수강신청기간 시작 시 자동으로 신청, 같은 기능이 아님.)
수강신청 기간이 끝난 후 테이블을 구조만 남기고 삭제합니다.",,,,,,,,
,,,,,,,,,
번호,컬럼ID,,컬럼명,도메인,데이터타입,NULL,기본값,KEY,설명
1.0,LECTURE_ID,,,,CHAR(15),NOT NULL,,"PK, FK(강의)",
2.0,STUDENT_NO,,,,CHAR(9),NOT NULL,,"PK, FK(학생)",
,,,,,,,,,
,,,,,,,,,
테이블정의서,,,,,,,,,
테이블명,13.2 학생_수강신청로그,,테이블ID,STU_APPLY_LCT_LOG,,,,,
작성일,2025-09-26 00:00:00,,작성자,송태호,,UNIQUE,,,
테이블 설명,"수강신청 기간 동안, 학생이 수강신청 서버를 이용한 로그를 저장하는 테이블입니다.
동시성 문제로 발생한 오류를 해결하고,
학생의 수강신청에 대한 부정행위를 감시하기 위함입니다.",,,,,,,,
,,,,,,,,,
번호,컬럼ID,,컬럼명,도메인,데이터타입,NULL,기본값,KEY,설명
1.0,LCT_APPLY_LOG_ID,,로그ID,,CHAR(15),NOT NULL,,PK,
2.0,STUDENT_NO,,학번,,CHAR(9),NOT NULL,,,
3.0,LECTURE_ID,,강의번호,,CHAR(15),NOT NULL,,,
4.0,TRY_AT,,시도시간,,TIMESTAMP(6)(6),NOT NULL,,,
5.0,CONFLICT_YN,,충돌발생여부,,CHAR(1),NOT NULL,,,
6.0,SUCCESS_YN,,신청성공여부,,CHAR(1),NOT NULL,,,
7.0,ACTION_TYPE,,액션구분,I/D,CHAR(1),NOT NULL,I,,"I:신청, D:취소"
,,,,,,,,,
