테이블정의서,,,,,,,,,
테이블명,100 공통분류코드,,테이블ID,COMMON_CODE_SORT,,,,,
작성일,2025-09-26 00:00:00,,작성자,송태호,,UNIQUE,,,
테이블 설명,,,,,,,,,
,,,,,,,,,
번호,컬럼ID,,컬럼명,도메인,데이터타입,NULL,기본값,KEY,설명
1.0,COMMON_SORT_CD,,분류코드,,VARCHAR2(50),NOT NULL,,PK,
2.0,SORT_NAME,,분류코드명,,VARCHAR2(100),NOT NULL,,,
3.0,SORT_DESC,,분류코드설명,,VARCHAR2(1000),NOT NULL,,,
4.0,USING_YN,,사용여부,,CHAR(1),NOT NULL,,,
,,,,,,,,,
,,,,,,,,,
테이블정의서,,,,,,,,,
테이블명,100.1 공통코드,,테이블ID,COMMON_CODE,,,,,
작성일,2025-09-26 00:00:00,,작성자,송태호,,UNIQUE,,,
테이블 설명,,,,,,,,,
,,,,,,,,,
번호,컬럼ID,,컬럼명,도메인,데이터타입,NULL,기본값,KEY,설명
1.0,COMMON_CD,,공통코드,공통코드,VARCHAR2(50),NOT NULL,,PK,
2.0,COMMON_SORT_CD,,분류코드,,VARCHAR2(50),NOT NULL,,FK(공통코드분류),
3.0,CD_NAME,,코드이름,,VARCHAR2(100),,,,
4.0,CD_DESC,,코드설명,,VARCHAR2(1000),,,,
5.0,USING_YN,,사용여부,YN,CHAR(1),NOT NULL,,,
